id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
8341,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Perez Opazo Ramon,Ramon,Perez,Opazo,Hombre,Si,Renovacion Nacional,RN,B,199
8342,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Vilches Paz-Soldan Freddy,Freddy Orlando,Vilches,Paz-Soldan,Hombre,,Union De Centro Centro,UCC,B,36
8343,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Alvarez Michea Maria Eugenia,Maria Eugenia,Alvarez,Michea,Mujer,,Alianza Humanista-Verde,PHV,C,0
8344,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Arancibia Silva Marta,Marta Lesbia,Arancibia,Silva,Mujer,,Socialdemocracia Chilena,SD,D,24
8345,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Soria Macchiavello Jorge,Jorge Alfredo Ale,Soria,Macchiavello,Hombre,Si,Por La Democracia,PPD,D,67
8346,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Votos En Blanco, , , ,  ,, ,  ,,27
8347,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Votos Nulos, ,  ,  ,  ,,  ,   ,,21
8348,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Mujer,Kuzmicic Calderon Vladislav,Vladislav Dusan,Kuzmicic,Calderon,Hombre,,Independiente,INDEP,A,16
8349,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Mujer,Lemus Araya Braulio,Braulio Enrique,Lemus,Araya,Hombre,,Comunista De Chile,PCCH,A,5
8350,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Mujer,Perez Opazo Ramon,Ramon,Perez,Opazo,Hombre,Si,Renovacion Nacional,RN,B,153
8351,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Mujer,Vilches Paz-Soldan Freddy,Freddy Orlando,Vilches,Paz-Soldan,Hombre,,Union De Centro Centro,UCC,B,34
