id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,vuelta,id_región,región,id_provincia,provincia,comuna,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,resultado,partido,sigla,válidos
12589,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,0
12590,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,0
12591,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Votos Nulos ,,,,,,,,,6
12592,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Votos En Blanco ,,,,,,,,,0
12593,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,0
12594,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,2
12595,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,37
12596,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,20
12597,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,2
12598,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,2
12599,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Votos Nulos ,,,,,,,,,2
12600,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Votos En Blanco ,,,,,,,,,1
12601,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Huara,Hombre,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,1
12602,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Huara,Hombre,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,27
